id,cg_identifier,title,activity_status,last_updated,cg_activity_hierarchy,iati_identifier,act_date_start_planned,act_date_start_actual,act_date_end_planned,act_date_end_actual,contact_id,contact_tmp,reporting_org,reporting_org_type,reporting_org_tmp,reporting_org_type_tmp,participating_org,participating_org_type,participating_org_role,participating_org_tmp,participating_org_type_tmp,participating_org_role_tmp,description,budget_period_start,budget_period_end,budget_value,budget_value_currency,budget_value_date,budget_collaboration_type,cg_program,cg_program_tmp,cg_slo,cg_slo_tmp,cg_ido,cg_ido_tmp,cg_crp_ido,cg_crp_ido_tmp,cg_technology,cg_technology_tmp,cg_commodity,cg_commodity_tmp,document_url,project_website,cg_source,cg_remarks,cg_internal_status,cg_completeness
126,CRP2_IITA_Act80,,2,2014-01-24,103,,2012-01-01,,2014-01-01,,12301,Joseph Rusike,,21,International Institute of Tropical Agriculture (IITA),International NGO (21),,,,"Center of Evaluation for Global Action, University of California, Berkeley|Kwame Nkrumah University of Science and Technology, Kumasi, Ghana|National Root Crops Research Institute (NRCRI), Umudike, Nigeria|University of Kinshasa|Sokoine University of Agriculture, Morogoro, Tanzania|Chancellor College, Zomba|Zambia Agricultural Research Institute, Mt. Makulu Central Research Station, Chilanga, Zambia",,,"This research activity proposes to evaluate the impact of upgrading cassava value chains through capacity building, post-harvest engineering and processing research-for-development implemented by International Institute of Tropical Agriculture (IITA) in collaboration with national agricultural research institutes in the major cassava-growing countries in sub-Saharan Africa. The study will apply innovative methods developed in the recent treatment effects literature on statistical and econometric evaluation of social programs. The research will document best practices and feed them into decision making.",,,1062576,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,53|52|125,Economic and policy technology|Educational technology|Postharvest technology,,cassava,,IITA - Work plan (Annex 2 PPA),"IITA - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Impact of Upgrading Value Chains-3.2(st);3.2.2|3.2.4(op),0,
28,CRP4_28,Implementation of the Gender Strategy within A4NH,2,2014-01-24,103,,2013-07-01,,2013-12-01,,8428,Hazel Malapit,,21,IFPRI,International NGO (21),,,,TBD (?),,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-03,,CG-IDO-05,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
25,CRP4_25,HarvestPlus,2,2014-01-24,103,,2012-01-01,,2014-12-01,,2065,Howarth Bouis,,21,IFPRI,International NGO (21),,,,IITA|CIMMYT|IRRI|ICRISAT|CIAT,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,69|52,Economic and policy technology|Information and communication technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Biofortification(theme),0,
6,CRP4_6,Advancing through Sustainable Diets,2,2014-01-24,103,,2012-07-01,,2013-12-01,,728|3059,Bruce Cogill|Thomas Allen,,21,BIOVERSITY,International NGO (21),,,,"",,,"",,,824265,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,53,Educational technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
33,CRP4_33,Leveraging Agriculture for Nutrition in South Asia (LANSA),2,2014-01-24,103,,2012-02-01,,2018-01-01,,4904,Stuart Gillespie,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
40,CRP4_40,Converging Innovation for Pulse Production in India: Constraints and Opportunities,2,2014-01-24,103,,2013-01-01,,2013-12-01,,,"",,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
41,CRP4_41,Improve food quality and diets of nutritionally disadvantaged populations especially women and children,2,2014-01-24,103,,2012-01-01,,2014-12-01,,,B. Maziya-Dixon|I. Madzorera|A. Abass,,21,IITA,International NGO (21),,,,N/A,,,"The project aims to improved traditional processing methods and introduce enhanced products such as soybean and cowpea in sites in Zambia, Ghana and Swaziland.",,,1510000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,13|14,Plant breeding technology|Seed technology,,soybean|cowpea,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
42,CRP4_42,Integration of small scale farmers into the market economy through soybean value chains in Malawi and Mozambique,2,2014-01-24,103,,2011-04-01,,2015-03-01,,,P.Muoki,,21,IITA,International NGO (21),,,,N/A,,,"",,,1756830,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,52,Economic and policy technology,,soybean,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
43,CRP4_43,Development and testing of innovations (seed and roots) for improving nutrition,2,2014-01-24,103,,2012-01-01,,2014-12-01,,,E. Kanju|O. Boukar|A. Menkir|R. Swennen|E. Parkes,,21,IITA,International NGO (21),,,,N/A,,,"This project takes place in Uganda, Tanzania and Nigeria focusing on the breeding and nutrient reporting of cassava, cowpea, maize and orange-flesh banana.",,,975000,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,13,Plant breeding technology,,cassava|cowpea|maize|orange-flesh banana,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Nutrition Sensitive Value Chains(theme),0,
44,CRP4_44,Evaluation of aflatoxin and fumonisin contamination along maize and bean value chains,2,2014-01-24,103,,2013-01-01,,2013-09-01,,1678,Fen Beed,,21,IITA,International NGO (21),,,,CIAT,,,"",,,139600,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,127,Aflatoxins related postharvest technology,,maize|bean,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
45,CRP4_45,AgResult Aflasafe Pilot Project,2,2014-01-24,103,,2013-04-01,,2014-03-01,,522,Adebowale Akande,,21,IITA,International NGO (21),,,,"",,,"",,,1599219,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-02,,,,128,Aflasafe,,poultry,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Agriculture Associated Diseases(theme),0,
108,CRP2_ICRISAT_Act29,,2,2014-01-24,103,,2012-11-01,,2014-12-01,,,G.Basavaraj,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"MAU, Parbhani, Maharashtra, India|Mariano Marcos State University, The Philippines",,,"Bioethanol is one part in the increasing use of biofuels. Bioethanol production in a particular region depends on the comparative advantage the region has in production of the feedstock (ex sugar cane is the main source of bioethanol in Brazil while it is corn in USA). Sweet sorghum is another crop whose stalks are used as a feedstock for bioethanol production. It has several advantages for bioethanol production and does not compromise on food, feed, fuel and fodder security due to its use in bioethanol production. The sorghum researchers at ICRISAT in collaboration with partners in India, China and The Philippines are testing sweet sorghum lines with high sugar content and juice yield for ethanol production through value chain interventions. The justification for economic life cycle costing assessment of ethanol production from sweet sorghum in different regions is that the economic conditions such as feedstock price, plant yield, labor cost etc vary from one region to other region. Hence, the results of life cycle costing economic assessment will help to evaluate and compare the economic results for long-term strategies for energy production from biofuel crop such as sweet sorghum across regions.",,,235198,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-03,,54|52,Economic and policy technology|Educational technology|Energy technology,,sorghum,,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Investments(theme);Production and Technology Policies-1.3(st);1.3.7(op),0,
74,CRP2_IFPRI_Act43,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,2626,Kevin Chen,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,"Institute of Agricultural Information, Chinese Academy of Agricultural Science|Shanghai University of Finance and Economics|Research Center for Rural Economy, Ministry of Agriculture, China|Innovative Development Strategies|USAID|The Abdul Latif Jameel Poverty Action Lab|The Kennedy School of Government (KSG), Harvard University",,,"We will examine the relationship between the governance environment (which affects the delivery of public services) and outcomes for smallholder farmers and the rural poor in East and South Asia. We will do so via three studies that provide different windows into this relationship. Our work will shed light on features of the governance environment that deliver the best outcomes for poor, rural, and disadvantaged groups, and the best methods of ensuring that such features are in place.
In the first study, we will examine the effects of publicly-funded programs (including irrigation, roads, water, sanitation, and newly-introduced rural medical and old age insurance) on agricultural production, migration, nutrition, and poverty reduction in two lagging provinces in China (Guizhou and Sichuan). The study will focus in particular on what grassroots governance features best ensure high-quality and cost-effective services, and thus can facilitate economic development and poverty alleviation.
In the second study, we will analyze what factors best promote effective and efficient public service delivery in rural Bihar, India. We will study such factors as the identity and incentives of policymakers, the nature of linkages between governments at different levels, and the degree of decentralization of responsibility for provision. One vehicle for studying this will be an analysis of public healthcare provision, given rich and novel data on this particular service. We will pair service data (from 800 public healthcare workers in 400 villages) with usage data (from a survey of 6,000 households in the same villages) to analyze the institutional determinants of access to and quality of healthcare. Using a community survey, we will additionally analyze other public goods.
The third study will pair data from a survey of 2,000 households in 76 rural villages in Pakistan (who reported on all aspects of economic activity) with data from village focus groups in each village. Focus groups were asked myriad questions about the governance and institutional environment, including the participation of women in local politics. We will study how this environment affects land values, agricultural investments (especially in new technologies), access to public services, migration decisions, investment in non-farm enterprises, and savings and credit decisions, among others. We want to understand how the institutional environment affects market access and rural wellbeing.",,,617433,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-07,,79|133,Educational technology|Irrigation technology|Water management technology|Waste-water treatment,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Inclusive Governance and Institutions(theme);Governance of Rural Services-2.2(st);2.21(op),0,
88,CRP2_IFPRI_Act64,,2,2014-01-24,103,,2012-06-01,,2014-12-01,,14390,Angelino Viceisza,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,IFPRI Dakar|Federation of NGOs of Senegal|Groupe de Recherche d’Echanges Technologiques|UGAPNS|Union Fass Boye|UGPN|UAP Keur Mousse|UGPAS|UGPL|CCPA|FEGPAB|ASESCAW,,,"Small farmers are often left out of the market due to barriers to entry such as high production and transaction costs. Rural producer organizations (RPOs) can help relax these constraints by creating opportunities for collective action. This activity will test the impact of horizontal (and possibly vertical) coordination mechanisms on farmer associations’ abilities to engage in collective activities, particularly marketing. We will build on previous IFPRI work in Senegal by testing actual group-level interventions. Specifically, we will use the data resulting from IFPRI’s prior work to generate the refined hypotheses that are to be tested as part of this activity.",,,744418,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,,Educational technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small producers to markets(theme);Innovations across the Value Chain-3.1(st);3.1.6(op),0,
117,CRP2_ILRI_Act87,,2,2014-01-24,103,,2012-01-01,,2014-12-01,,1466,DEREK BAKER,,21,International Livestock Research Institute (ILRI),International NGO (21),,,,"Word Fish|Botswana College of
Agriculture|Botswana Institute of Development and Policy Analysis|Sheik Veterinary and Technical School and Reference Centre|Sokoine University of Agriculture|Tanzania Ministry of Agriculture’s Department of Economics and Statistics|ACIAR|IFAD",,,"- Formulation of measures of value chain performance for a variety of applications
- Testing of measures across a range of applications and data sets
- Design of field-based activities to generate and process data on performance-related
topics
- Advances in sampling of populations of value chain actors beyond the farm gate and
consumers.
- Development and application of multi-market or multiple chain-stage models for
measuring impacts of upgrading interventions on chain performance.",,,1020700,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,52,Economic and policy technology,,"",,ILRI - Work plan (Annex 2 PPA),"ILRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Linking small farmers to market(theme);Impact of Upgrading Value Chains-3.2(st);3.2.1|3.2.3|3.2.4(op),0,
115,CRP2_ILRI_Act84,,2,2014-01-24,103,,2012-03-01,,2014-12-01,,6799,Nancy Johnson,,21,International Livestock Research Institute (ILRI),International NGO (21),,,,Omoria regional agricultural research institute (ORARI)|Amhara regional Agricultural research institute (ARARI)|Catholic Relief Services (CRS)|World vision Ethiopia|RIPPLE Ethiopia|EADD|University of Minnesota|CARE Mozambique|CARE,,,"This activity looks at the role and performance of different forms of collective action in agricultural interventions and their impacts on poverty, equity and environmental assets in systems where livestock are important. Specifically we will design and implement a comparative analysis of innovation platforms in different research for development (R4D) contexts (eg soil and water management, market development, conservation of genetic resources). We will also assess different types of collective action approaches (IPs, hubs, traditional market hubs, cooperatives) in a particular type of development intervention--pro-poor value chain development.",,,1041460,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-07,,,Educational technology,,"",,ILRI - Work plan (Annex 2 PPA),"ILRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Inclusive Governance and Institutions(theme);Collective Action and Property Rights-2.3(st);2.3.1|2.3.2|2.3.4|2.3.6(op),0,
113,CRP2_ILRI_Act82,,2,2014-01-24,103,,2012-04-01,,2014-12-01,,5500,Mario Herrero,,21,International Livestock Research Institute (ILRI),International NGO (21),,,,International Food Policy Research Institute (IFPRI)|International Crops Research Institute for the Semi-Arid Tropics (ICRISAT)|International Center for Tropical Agriculture (CIAT),,,"Develop scenarios of livestock system changes based on future market and environment conditions; identify appropriate technologies for improving livestock productivity in the different scenarios; develop and apply appropriate qualitative and quantitative tools for assessing the new promising technologies; inform research, investment and policy reforms for global livestock development.",,,1350000,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-01,,53|52,Economic and policy technology|Educational technology,,"",,ILRI - Work plan (Annex 2 PPA),"ILRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Scenarios(theme);Foresight and Strategic Scenarios-1.1(st);1.1.2|1.1.4|1.1.5(op),0,
67,CRP2_IFPRI_Act36,,2,2014-01-24,103,,2012-01-01,,2014-12-01,,,Deborah Brautigam,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,University of International Business and Economics|ICARD/Chinese Academy of Agricultural Sciences|New Partnership for Africa Development (NEPAD),,,"Develop database of Chinese trade, investment, and aid in Africa, conduct research on Chinese agricultural engagement in selected countries, and assess pattern, determinants, and impact of foreign investment, aid and trade from China on Africa, with a focus on capacity building, technology transfer, and structural transformation in agriculture, agro-processing, and rural industries.",,,706961,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,52,Economic and policy technology,,"",,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.6(op)",0,
101,CRP2_CIAT_Act6,,2,2014-01-24,103,,2012-01-01,,2014-01-01,,8214,Mark Lundy,,21,Centro Internacional de Agricultura Tropical (CIAT),International NGO (21),,,,CATIE|SNV|VECO|Swisscontact|CRS|CRS|CIAT|CIP|CTB|GIZ|IICA|Helvetas|SDC|Ford Foundation|Oxfam Great Britain|Sustainable Food Lab,,,"Provide on-going engagement and support to an emerging network of learning alliances in diverse geographies with a similar focus on market access, poverty reduction and smallholder farmer associations. This activity seeks to serve as a bridge between the excellent upstream research proposed in CRP2 and the natural downstream users of this research: the international development community. Through this linkage, this activity seeks to contribute to the impact pathway proposed in CRP2 in measureable ways thus facilitating the achievement of the development outcomes envisioned in this collaborative research framework.",,,792095,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-05,,,Educational technology,,"",,CIAT - Work plan (Annex 2 PPA),"CIAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",(theme);Impact of Upgrading Value Chains-3.2(st);3.2.4(op),0,
16,CRP4_16,Genetically Enhanced Pearl Millet with High Grain Iron Density for Improved Human Nutrition in India,2,2014-01-24,103,,2009-01-01,,2013-03-01,,11730,KN Rai,,21,ICRISAT,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,6,High iron pearl millet,,pearl millet,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Biofortification(theme),0,
17,CRP4_17,Coordination of Biofortification Research and Development Activities in Grain and Tuber Crops to Enhance Nutritional Security in India,2,2014-01-24,103,,2009-10-01,,2013-12-01,,11730,KN Rai,,21,ICRISAT,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-01,,CG-IDO-03,,3,Biofortification technology,,grain|tuber,,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Biofortification(theme),0,
29,CRP4_29,Food security mapping tool and household-level dataset for nutritional and dietary Food security mapping tool and household-level dataset for nutritional and dietary outcomes in Africa South of the Sahara,2,2014-01-24,103,,2013-07-01,,2014-04-01,,1377,Carlo Azzarri,,21,IFPRI,International NGO (21),,,,NA,,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,69|52,Economic and policy technology|Information and communication technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
76,CRP2_IFPRI_Act56,,2,2014-01-24,103,,2012-07-01,,2014-04-01,,9100,Nicholas Minot,,21,International Food Policy Research Institute (IFPRI),International NGO (21),,,,Association for Strengthening Agricultural Research in Eastern and Central Africa (ASARECA)|Tegemeo Institute for Agricultural Policy and Development|Economic Policy Research Centre|Research on Poverty Alleviation,,,"The goal of the project is to improve food security for East African households, particularly the poor. Because food security is closely linked to food prices and because trade policy influences food prices, the project focuses on four intermediate objectives:
- to integrate information on production, consumption, trade, and prices into a spatial model of East African grain trade,
- to use the model to analyze the impact of alternative trade policies on food markets and household food security,
- to improve the capacity of policymakers to understand the effects of grain trade policy, and
- to improve the ability of local researchers to carry out empirical research on regional grain
trade.",,,746459,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-02,,66,Food technology,,grain,,IFPRI - Work plan (Annex 2 PPA),"IFPRI - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx","Effective Policies and Strategic Investments(theme);Macroeconomic, Trade, and Investment Policies-1.2(st);1.2.5(op)",0,
112,CRP2_ICRISAT_Act34,,2,2014-01-24,103,,2012-06-01,,2014-12-01,,1552,MCS Bantilan|R.Padmaja,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"International Rice Research Institute|International Food Policy Research Institute|NCAP, India and Delhi School of Economics|College of Home Science, ANGRAU, Andhra Pradesh and other NARS in India|National Institute of nutrition, Andhra Pradesh|Indian Institute of Technology, Bombay|ISEC, Bangalore, India",,,"The ICRISAT Village Level Studies (VLS) offer a unique opportunity to look at changes over time. Building on the VLS, this activity offers a valuable and unique opportunity to examine the gender implications of changes in production systems over time. The existing panel data for 6 villages in SAT India from 1975-84 and 2001 onwards capture and documents the changes in the farming systems and rural households. Building on this dataset, new panel data will be created to examine change over time on key gender-related issues that can be addressed in 18 villages in SAT India. Using the panel data, the key gender-related issues this new research will examine include:
- the current situation of participation of women in rural farm, non-farm enterprise and non-land agriculture employment and prospects for empowering them in selected SAT villages of India;
- the role of different institutions in empowering women’s participation in economic and socio-cultural-political activities and improving food and nutritional security of the households;
- documentation of the requirements and nutrient intakes of rural men and women temporally and spatially to understand shift in their nutritional status due to changes in levels of physical activity (eg. mechanization of agriculture) and change in lifestyle.
Ultimately, empowerment of women will be measured using new data and strategies to reduce the gender parity gap.",,,806630,,,2,CRP-2,CRP 2,to_update,,CG-IDO-05,,,,,Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Strategic Research on Gender(theme);G.1|Strategic Gender Research-G.2(st);G.1.1|G.1.3|G.1.4|G.1.2(op),0,
35,CRP4_35,RAIN: Realigning agriculture to improve nutrition,2,2014-01-24,103,,2011-01-01,,2015-12-01,,11890,Rahul Rawat,,21,IFPRI,International NGO (21),,,,"",,,"",,,,,,2,CRP-4,CRP 4,CG-SLO-3,,CRP4-IDO-04,,CG-IDO-08,,52,Economic and policy technology,,"",,A4NH_where we work (updated 2013),"A4NH_where we work (updated 2013)|Amanda Wyatt (IFPRI)|DG_CRP4_activity analysis.xlsx,DG_CRP4 geocoding.xlsx(DG)",Integrated Programs and Policies(theme),0,
109,CRP2_ICRISAT_Act30,,2,2014-01-24,103,,2012-07-01,,2014-12-01,,1552|8305,Madhusudan Bhattarai|Cynthia Bantilan,,21,International Crops Research Institute for the Semi-Arid Tropics (ICRISAT),International NGO (21),,,,"Centre for Economic and Social Studies (CESS), Hyderabad, India|Gujarat Institute of Development Research, Ahmadabad, Gujarat|Gokhle Institute of Politics and Economics, Pune, Maharashtra|University of Agricultural Sciences, Bangalore, Karnataka",,,"This study will analyze the impacts of selected Social Protection Policies (SPP) or Social Safety Nets (SSN) programs on selected indicators of social outcome in semi-arid tropics (SAT) of India. For this purpose, selected interventions of the Mahatma Gandhi National Rural Employment Guarantee Act 2005 (MGNREGA), now more popularly referred to as NREGA, will be evaluated on key indicators of program objectives such as poor households’ labor market participation, income variability and livelihood assets, agricultural productivity, wages, agricultural production, asset creation and rural livelihoods of the program participants. The impact study will be done in selected 18 villages belonging to SAT regions in five states of India (SAT-India): Andhra Pradesh, Maharashtra, Gujarat, Karnataka, and Madhya Pradesh. The villages selected for this study are located where ICRISAT has been collecting high frequency based comprehensive panel data survey of about 800 households since early 2009. In fact, in six villages - 2 in Andhra Pradesh and 4 villages in Maharashtra, ICRISAT Village Level Studies (VLS) has continued to collect comprehensive data on different aspect of household behavior since 1975. The VLS data set provide good baseline information for ex-post impact assessment of the NREGA intervention in SAT Indian villages, and will be complemented in the proposed CRP2 Activity 30 by a special purpose survey in the same VLS villages with focus on relevant NREGA issues. The study will harness village level responses and analyze process related factors underpinning the NREGA program in targeted villages.
CRP2 Activity 30 proposes to study the impacts of the social safety nets program of NREGA in SAT India by analyzing the differential and heterogeneous benefits of the program on rural households and in particular assessing the program impacts on men and women, by age, and wealth group. Mixed method impact assessment will be applied by integrating both quantitative and qualitative survey data, and by adopting quasi-experimental design, that is including regression discontinuity design (RDD) and propensity score matching (PSM), along with panel data modeling techniques. This approach will be used to handle the counterfactual question on what would happen to program participants had they not participated in their community’s NREGA program before 2008. Likewise, focus group discussions (FGDs) and participatory impact assessment (PIA) will also be conducted to complement the survey results to achieve a more in-depth understanding on process impacts and possible wider implications of the NREGA program activities in the targeted communities at different scales (communities, households, and individual members). This application of the mixed method approach enables analysis of the impact pathway and process impacts at different scales.
High quality research reports, policy briefs, and journal papers (3) will be prepared, and shared widely. A project completion workshop will be organized during year 3 of the project, inviting senior policy makers and decision makers in rural development sectors in India. Capacity development and knowledge sharing across the states of India, and from Asia to Africa using ICRISAT network of research, are other major milestones of the proposed activity. Depending upon availability of funding from other sources in 2013 and 2014, ICRISAT is likely to initiate a similar study in West Africa, targeting first Niger and Burkina Faso using the VLS panel survey data collected in West Africa since the 80s with recent follow-up surveys in the mid-2000s.",,,578632,,,2,CRP-2,CRP 2,to_update,,CG-IDO-08,,CRP2-IDO-06,,53|52,Economic and policy technology|Educational technology,,"",,ICRISAT - Work plan (Annex 2 PPA),"ICRISAT - Work plan (Annex 2 PPA)| Pascale Sabbagh (IFPRI), geocoded by DG - IFPRI_CRP2 geoANDanalysis_final.xlsx",Effective Policies and Strategic Investments(theme);Social Protection Policies-1.4(st);1.4.2|1.4.3|1.4.4(op),0,
